,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
63549,10/15/2015,2248,DES MOINES,50312,77.0,Polk,1041100.0,AMERICAN DRY GINS,205,31475,New Amsterdam Gin,750,$6.90,$10.35,12,$124.20,9.0,2.38
47266,11/23/2015,3818,KNOXVILLE,50138,63.0,Marion,1062310.0,SPICED RUM,260,43337,Captain Morgan Spiced Rum,1000,$11.75,$17.63,12,$211.56,12.0,3.17
100460,07/01/2015,2515,MASON CITY,50401,17.0,Cerro Gordo,1012100.0,CANADIAN WHISKIES,65,15256,Windsor Black Cherry,750,$4.72,$7.08,2,$14.16,1.5,0.4
162427,01/15/2015,4544,OSCEOLA,50213,20.0,Clarke,1062310.0,SPICED RUM,259,43073,Admiral Nelson Spiced 101,750,$7.47,$11.21,12,$134.52,9.0,2.38
87552,07/16/2015,4694,DAVENPORT,52806,82.0,Scott,1081200.0,CREAM LIQUEURS,305,73054,Rumchata,1750,$24.34,$36.51,6,$219.06,10.5,2.77
42390,11/30/2015,3868,MARION,52302,57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,65,20248,Old Crow,1750,$10.49,$15.74,6,$94.44,10.5,2.77
69974,03/09/2016,3916,OTTUMWA,52501,90.0,Wapello,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65253,Jagermeister Liqueur,200,$3.51,$5.27,2,$10.54,0.4,0.11
34208,02/24/2016,4162,CEDAR RAPIDS,52404,57.0,Linn,1071100.0,AMERICAN COCKTAILS,395,58885,Jose Cuervo Light Wild Berry Margarita,1750,$8.20,$12.30,6,$73.80,10.5,2.77
87378,09/16/2015,3869,CORALVILLE,52241,52.0,Johnson,1012100.0,CANADIAN WHISKIES,65,10625,Canadian Club Whisky Pet,750,$7.88,$11.82,2,$23.64,1.5,0.4
129535,12/26/2015,4984,MUSCATINE,52761,70.0,Muscatine,1062310.0,SPICED RUM,259,43984,Admiral Nelson Cherry Spiced Rum,750,$5.78,$8.67,2,$17.34,1.5,0.4
121950,03/09/2016,2603,BETTENDORF,52722,82.0,Scott,1031200.0,VODKA FLAVORED,259,41326,Burnett's Citrus,750,$4.48,$6.72,12,$80.64,9.0,2.38
177751,12/10/2015,3756,MANNING,51455,14.0,Carroll,1012100.0,CANADIAN WHISKIES,85,12467,Canadian Mist Whisky,1000,$7.22,$10.83,1,$10.83,1.0,0.26
209142,07/27/2015,4306,HAMPTON,50441,35.0,Franklin,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,2,$45.00,1.5,0.4
76188,10/20/2015,4137,WAUKEE,50263,25.0,Dallas,1012100.0,CANADIAN WHISKIES,260,11285,Crown Royal Xr Canadian Whiskey,750,$65.99,$98.99,1,$98.99,0.75,0.2
194139,01/28/2016,2806,CLINTON,52732,23.0,Clinton,1031200.0,VODKA FLAVORED,380,41693,Uv Blue (raspberry) Vodka,750,$6.50,$9.75,12,$117.00,9.0,2.38
209210,03/12/2015,2587,JOHNSTON,50131,77.0,Polk,1011100.0,BLENDED WHISKIES,65,24453,Kessler Blend Whiskey,200,$1.83,$2.75,1,$2.75,0.2,0.05
8796,05/19/2015,2553,CRESTON,50801,88.0,Union,1012100.0,CANADIAN WHISKIES,65,10628,Canadian Club Whisky,1750,$15.75,$23.63,6,$141.78,10.5,2.77
18495,02/16/2016,3666,CEDAR RAPIDS,52404,57.0,Linn,1032080.0,IMPORTED VODKA,260,34456,Ketel One Imported Vodka,750,$12.50,$18.75,12,$225.00,9.0,2.38
129314,03/07/2016,3811,KEOKUK,52632,56.0,Lee,1011200.0,STRAIGHT BOURBON WHISKIES,259,17956,Evan Williams Str Bourbon,750,$7.47,$11.21,12,$134.52,9.0,2.38
141255,02/19/2015,3920,CLINTON,52732,23.0,Clinton,1052010.0,IMPORTED GRAPE BRANDIES,420,48105,Hennessy VS,375,$9.99,$14.99,4,$59.96,1.5,0.4
105164,07/07/2015,2544,MARSHALLTOWN,50158,64.0,Marshall,1011200.0,STRAIGHT BOURBON WHISKIES,65,27783,Jim Beam Apple,750,$10.49,$15.74,12,$188.88,9.0,2.38
212930,06/10/2015,4186,DES MOINES,50321,77.0,Polk,1031080.0,VODKA 80 PROOF,300,36904,Mccormick Vodka Pet,375,$1.80,$2.70,24,$64.80,9.0,2.38
150990,10/21/2015,3650,HOLSTEIN,51025,47.0,Ida,1032080.0,IMPORTED VODKA,239,35109,Russian Standard Original Vodka,750,$10.00,$15.00,4,$60.00,3.0,0.79
161660,12/03/2015,2627,DES MOINES,50310,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,115,53218,Paul Masson Grande Amber Brandy,1750,$12.00,$18.00,6,$108.00,10.5,2.77
78332,03/09/2016,2200,SAC CITY,50583,81.0,Sac,1012100.0,CANADIAN WHISKIES,55,13388,Northern Light,1750,$8.72,$13.08,6,$78.48,10.5,2.77
97695,09/22/2015,3700,AVOCA,51521,78.0,Pottawattamie,1022100.0,TEQUILA,410,88296,Patron Tequila Silver,750,$27.00,$40.50,1,$40.50,0.75,0.2
203406,07/06/2015,4644,DAVENPORT,52803,82.0,Scott,1011100.0,BLENDED WHISKIES,297,23826,Five Star,750,$3.46,$5.19,36,$186.84,27.0,7.13
31298,05/11/2015,2648,WEST DES MOINES,50265,77.0,Polk,1031080.0,VODKA 80 PROOF,434,36305,Hawkeye Vodka,750,$3.34,$5.01,12,$60.12,9.0,2.38
115742,01/19/2016,3912,CEDAR RAPIDS,52405,57.0,Linn,1022100.0,TEQUILA,410,88294,Patron Silver Tequila,375,$14.00,$21.00,1,$21.00,0.38,0.1
55841,03/31/2016,4638,DAVENPORT,52804,82.0,Scott,1081600.0,WHISKEY LIQUEUR,421,64863,Fireball Cinnamon Whiskey,200,$3.33,$5.00,48,$240.00,9.6,2.54
3700,03/05/2015,2515,MASON CITY,50401,17.0,Cerro Gordo,1081600.0,WHISKEY LIQUEUR,85,86802,Southern Comfort Caramel,750,$9.85,$14.78,3,$44.34,2.25,0.59
69902,07/14/2015,2552,CEDAR RAPIDS,52404,57.0,Linn,1012300.0,IRISH WHISKIES,395,15776,Bushmills Irish Whiskey,750,$13.00,$19.50,2,$39.00,1.5,0.4
75647,11/03/2015,2665,WAUKEE,50263,25.0,Dallas,1032080.0,IMPORTED VODKA,267,34690,Sobieski Vodka,750,$6.50,$9.75,12,$117.00,9.0,2.38
256888,06/01/2015,3162,MUSCATINE,52761,70.0,Muscatine,1032080.0,IMPORTED VODKA,260,34856,Tanqueray Sterling Vodka,750,$7.00,$10.50,4,$42.00,3.0,0.79
155649,03/25/2015,4343,DES MOINES,50313,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,205,52596,E & J Vs,750,$5.92,$8.88,4,$35.52,3.0,0.79
160629,11/10/2015,5170,STATE CENTER,50247,64.0,Marshall,1031080.0,VODKA 80 PROOF,297,35916,Five O'clock Vodka,750,$3.37,$5.06,12,$60.72,9.0,2.38
196914,03/16/2015,4125,WAPELLO,52653,58.0,Louisa,1062310.0,SPICED RUM,260,43336,Captain Morgan Original Spiced,750,$9.00,$13.50,4,$54.00,3.0,0.79
118696,07/16/2015,2564,WATERLOO,50701,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,1,$44.58,3.0,0.79
243286,12/22/2015,3825,DES MOINES,50316,77.0,Polk,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,6,$64.56,10.5,2.77
262659,03/10/2015,2607,SHENANDOAH,51601,73.0,Page,1011100.0,BLENDED WHISKIES,65,22788,Beam's 8 Star Bl Whiskey,1750,$7.61,$11.42,6,$68.52,10.5,2.77
118409,10/13/2015,4291,CRESTON,50801,88.0,Union,1022100.0,TEQUILA,395,89198,Jose Cuervo Especial Reposado Tequila,1750,$20.25,$30.38,1,$30.38,1.75,0.46
85886,06/26/2015,4580,WASHINGTON,52353,92.0,Washington,1031200.0,VODKA FLAVORED,380,41704,Uv Red (cherry) Vodka,750,$6.25,$9.50,1,$9.50,0.75,0.2
188224,01/13/2015,2475,WEST BEND,50597,55.0,Kossuth,1031080.0,VODKA 80 PROOF,380,37348,Phillips Vodka,1750,$7.60,$11.40,6,$68.40,10.5,2.77
68331,02/10/2016,4162,CEDAR RAPIDS,52404,57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,55,21598,Ten High,1750,$8.74,$13.36,12,$160.32,21.0,5.55
88268,12/02/2015,3855,STORM LAKE,50588,11.0,Buena Vista,1031080.0,VODKA 80 PROOF,297,35926,Five O'clock PET Vodka,750,$3.37,$5.06,6,$30.36,4.5,1.19
149645,07/09/2015,4170,WEST BRANCH,52358,16.0,Cedar,1081600.0,WHISKEY LIQUEUR,85,86884,Southern Comfort,375,$4.78,$7.17,3,$21.51,1.12,0.3
106811,09/09/2015,2536,PLEASANT HILL,50317,77.0,Polk,1062300.0,FLAVORED RUM,260,43352,Captain Morgan Pineapple,750,$9.00,$13.50,12,$162.00,9.0,2.38
34461,11/16/2015,4983,WEST BURLINGTON,52655,29.0,Des Moines,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43125,Bacardi Superior Rum Pet,750,$8.26,$12.39,12,$148.68,9.0,2.38
183290,07/15/2015,3723,ONAWA,51040,67.0,Monona,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45277,Paramount White Rum,1000,$4.34,$6.51,4,$26.04,4.0,1.06
16572,03/17/2015,3705,ROCK RAPIDS,51246,60.0,Lyon,1031200.0,VODKA FLAVORED,65,40574,Skinnygirl Cucumber,750,$10.49,$15.74,2,$31.48,1.5,0.4
230052,12/08/2015,4236,EAGLE GROVE,50533,99.0,Wright,1032200.0,IMPORTED VODKA - MISC,260,64573,Ciroc Pineapple,750,$18.49,$27.74,6,$166.44,4.5,1.19
58182,03/15/2016,4396,REINBECK,50669,38.0,Grundy,1062300.0,FLAVORED RUM,260,43352,Captain Morgan Pineapple,750,$8.50,$12.75,1,$12.75,0.75,0.2
166578,01/07/2016,4615,MASON CITY,50401,17.0,Cerro Gordo,1081300.0,PEPPERMINT SCHNAPPS,434,81208,Paramount Peppermint Schnapps,1750,$7.08,$10.62,6,$63.72,10.5,2.77
76329,03/03/2016,3769,CEDAR FALLS,50613,7.0,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43128,Bacardi Superior Rum,1750,$15.00,$22.50,6,$135.00,10.5,2.77
27988,07/20/2015,2662,MUSCATINE,52761,70.0,Muscatine,1022100.0,TEQUILA,330,89496,Margaritaville Gold Tequila,750,$6.51,$10.27,3,$30.81,2.25,0.59
199556,12/29/2015,5147,VICTOR,52347,79.0,Poweshiek,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,2,$45.00,1.5,0.4
247842,05/19/2015,3621,SHELDON,51201,71.0,O'Brien,1081390.0,IMPORTED SCHNAPPS,421,69666,Dr. Mcgillicuddy's Vanilla,750,$8.67,$13.01,2,$26.02,1.5,0.4
181627,01/28/2015,2623,SIOUX CITY,51104,97.0,Woodbury,1022100.0,TEQUILA,395,89193,Jose Cuervo Especial Reposado Tequila,200,$3.00,$4.50,4,$18.00,0.8,0.21
192421,01/12/2016,2475,WEST BEND,50597,55.0,Kossuth,1031080.0,VODKA 80 PROOF,55,35318,Barton Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
64429,04/02/2015,2130,WATERLOO,50703,7.0,Black Hawk,1022100.0,TEQUILA,421,89887,Torada Tequila Gold,1000,$6.63,$9.95,132,$1313.40,132.0,34.87
17783,02/26/2015,3440,DES MOINES,50309,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,115,53210,Paul Masson Grande Amber Brandy,100,$1.00,$1.50,48,$72.00,4.8,1.27
94474,02/16/2015,5102,MOUNT VERNON,52314,57.0,Linn,1032200.0,IMPORTED VODKA - MISC,434,34702,Pearl Pomegranate Vodka,750,$7.86,$11.79,3,$35.37,2.25,0.59
203506,03/11/2015,3932,MAPLETON,51034,67.0,Monona,1012100.0,CANADIAN WHISKIES,260,11297,Crown Royal Canadian Whisky,1000,$18.50,$27.75,12,$333.00,12.0,3.17
38906,01/27/2016,2536,PLEASANT HILL,50317,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,10550,Black Velvet Toasted Caramel,750,$6.75,$10.13,12,$121.56,9.0,2.38
194165,11/03/2015,3592,FORT DODGE,50501,42.0,Hardin,1041100.0,AMERICAN DRY GINS,434,30528,Hawkeye Gin,1750,$7.17,$10.76,6,$64.56,10.5,2.77
136876,02/19/2015,2626,DES MOINES,50311,77.0,Polk,1031200.0,VODKA FLAVORED,205,40192,New Amsterdam Pineapple,375,$3.50,$5.25,2,$10.50,0.75,0.2
250706,08/20/2015,3877,DES MOINES,50322,77.0,Polk,1081200.0,CREAM LIQUEURS,260,68036,Bailey's Original Irish Cream,750,$13.25,$19.88,12,$238.56,9.0,2.38
119119,01/21/2015,4201,SIOUX CITY,51109,97.0,Woodbury,1011100.0,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,1750,$11.02,$16.53,3,$49.59,5.25,1.39
137847,04/21/2015,2649,DUBUQUE,52001,31.0,Dubuque,1081200.0,CREAM LIQUEURS,305,73055,Rumchata,750,$12.50,$18.75,4,$75.00,3.0,0.79
204321,02/17/2015,4490,CEDAR RAPIDS,52404,57.0,Linn,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45276,Paramount White Rum,750,$4.00,$6.00,4,$24.00,3.0,0.79
73396,04/27/2015,2841,CEDAR RAPIDS,52403,57.0,Linn,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45248,Paramount Gold Rum,1750,$7.84,$11.76,6,$70.56,10.5,2.77
86917,06/24/2015,4568,SIOUX CITY,51108,97.0,Woodbury,1012100.0,CANADIAN WHISKIES,260,10803,Crown Royal Regal Apple Mini,300,$7.35,$11.03,4,$44.12,1.2,0.32
27707,04/02/2015,4604,NEWTON,50208,50.0,Jasper,1032080.0,IMPORTED VODKA,260,36871,Ciroc Luxury Vodka,750,$19.00,$28.50,1,$28.50,0.75,0.2
54585,04/09/2015,2515,MASON CITY,50401,17.0,Cerro Gordo,1022100.0,TEQUILA,421,88766,Tortilla White Tequila,750,$6.20,$9.30,2,$18.60,1.5,0.4
164815,02/26/2015,3054,GRINNELL,50112,79.0,Poweshiek,1012200.0,SCOTCH WHISKIES,305,4936,Famous Grouse Scotch,750,$12.03,$18.05,3,$54.15,2.25,0.59
97297,07/22/2015,4600,DES MOINES,50317,77.0,Polk,1011100.0,BLENDED WHISKIES,260,25606,Seagrams 7 Crown Bl Whiskey,750,$7.00,$10.50,6,$63.00,4.5,1.19
261594,02/23/2015,2613,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1081200.0,CREAM LIQUEURS,260,68034,Bailey's Original Irish Cream,375,$7.00,$10.50,2,$21.00,0.75,0.2
258427,01/15/2015,2633,DES MOINES,50320,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260,64713,Ciroc Peach,1000,$22.75,$34.13,12,$409.56,12.0,3.17
112872,12/07/2015,2662,MUSCATINE,52761,70.0,Muscatine,1011400.0,BOTTLED IN BOND BOURBON,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,750,$11.54,$17.31,2,$34.62,1.5,0.4
61942,02/24/2016,2603,BETTENDORF,52722,82.0,Scott,1071100.0,AMERICAN COCKTAILS,55,57148,Chi-Chi's Margarita W/tequila,1750,$6.50,$9.75,6,$58.50,10.5,2.77
53213,03/23/2016,4829,DES MOINES,50314,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43387,Castillo Silver Rum,1000,$4.89,$7.34,12,$88.08,12.0,3.17
69700,03/07/2016,4829,DES MOINES,50314,77.0,Polk,1081370.0,WATERMELON SCHNAPPS,65,82867,Dekuyper Watermelon Pucker,1000,$7.87,$11.81,48,$566.88,48.0,12.68
46551,07/13/2015,3465,PANORA,50216,39.0,Guthrie,1071100.0,AMERICAN COCKTAILS,55,57129,Chi-Chi's Mexican Mudslide,1750,$6.00,$9.25,6,$55.50,10.5,2.77
230167,02/10/2015,3912,CEDAR RAPIDS,52405,57.0,Linn,1012100.0,CANADIAN WHISKIES,85,12464,Canadian Mist Whisky,375,$2.90,$4.35,1,$4.35,0.38,0.1
54070,07/07/2015,2620,WINDSOR HEIGHTS,50311,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,65,44516,Cruzan Light Rum,750,$6.83,$10.25,1,$10.25,0.75,0.2
194427,04/27/2015,4829,DES MOINES,50314,77.0,Polk,1031200.0,VODKA FLAVORED,380,41604,Uv Grape Vodka,750,$6.25,$9.50,36,$342.00,27.0,7.13
141242,04/22/2015,2572,CEDAR FALLS,50613,7.0,Black Hawk,1031200.0,VODKA FLAVORED,380,41692,Uv Blue (raspberry) Vodka,1750,$10.99,$16.49,6,$98.94,10.5,2.77
64249,08/03/2015,2506,BURLINGTON,52601,29.0,Des Moines,1081600.0,WHISKEY LIQUEUR,85,86886,Southern Comfort,750,$9.85,$14.78,12,$177.36,9.0,2.38
198055,12/15/2015,4150,WATERLOO,50701,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,421,64868,Fireball Cinnamon Whiskey,1750,$15.33,$23.00,6,$138.00,10.5,2.77
164100,11/18/2015,4947,CEDAR FALLS,50647,7.0,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,65,19063,Jim Beam,200,$3.41,$5.12,4,$20.48,0.8,0.21
227455,01/28/2016,4829,DES MOINES,50314,77.0,Polk,1012200.0,SCOTCH WHISKIES,35,4867,Dewars White Label Scotch,1000,$17.50,$26.25,24,$630.00,24.0,6.34
260634,01/06/2015,3629,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45278,Paramount White Rum,1750,$7.84,$11.76,12,$141.12,21.0,5.55
202357,03/17/2015,4297,CEDAR RAPIDS,52402,57.0,Linn,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,75211,Kinky Liqueur,750,$10.00,$15.00,2,$30.00,1.5,0.4
154280,02/02/2015,3952,BETTENDORF,52722,82.0,Scott,1081600.0,WHISKEY LIQUEUR,85,86887,Southern Comfort,1000,$12.48,$18.72,12,$224.64,12.0,3.17
651,09/30/2015,2625,DAVENPORT,52804,82.0,Scott,1051010.0,AMERICAN GRAPE BRANDIES,115,53210,Paul Masson Grande Amber Brandy,100,$1.00,$1.50,3,$4.50,0.3,0.08
67274,05/18/2015,4794,BURLINGTON,52601,29.0,Des Moines,1062310.0,SPICED RUM,260,43336,Captain Morgan Original Spiced,750,$9.00,$13.50,12,$162.00,9.0,2.38
29359,03/11/2015,2585,ALGONA,50511,55.0,Kossuth,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,1,$44.58,3.0,0.79
143466,02/18/2015,2523,CENTERVILLE,52544,4.0,Appanoose,1031080.0,VODKA 80 PROOF,259,35416,Burnett's Vodka 80 Prf,750,$4.84,$7.26,2,$14.52,1.5,0.4
51727,10/14/2015,4781,EARLY,50535,81.0,Sac,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$9.45,$14.68,6,$88.08,10.5,2.77
96942,04/29/2015,2523,CENTERVILLE,52544,4.0,Appanoose,1011100.0,BLENDED WHISKIES,65,22788,Beam's 8 Star Bl Whiskey,1750,$7.61,$11.42,6,$68.52,10.5,2.77
213939,01/21/2015,3495,MONTICELLO,52310,53.0,Jones,1031080.0,VODKA 80 PROOF,55,35947,Fleischmann's Royal Vodka,1000,$4.00,$6.00,12,$72.00,12.0,3.17
25116,07/16/2015,4190,JEFFERSON,50129,37.0,Greene,1081200.0,CREAM LIQUEURS,330,80456,Ryan's Cream Liqueur,750,$6.70,$10.05,6,$60.30,4.5,1.19
49214,02/03/2016,3916,OTTUMWA,52501,90.0,Wapello,1051010.0,AMERICAN GRAPE BRANDIES,205,52593,E & J Vs Brandy,200,$2.00,$3.00,3,$9.00,0.6,0.16
96889,03/08/2016,2620,WINDSOR HEIGHTS,50311,77.0,Polk,1071100.0,AMERICAN COCKTAILS,55,57125,Chi-Chi's Gold Margarita,1750,$6.50,$9.75,6,$58.50,10.5,2.77
163280,08/24/2015,4641,DES MOINES,50315,77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,420,48105,Hennessy VS,375,$9.99,$14.99,3,$44.97,1.12,0.3
106568,06/17/2015,3820,SIOUX CITY,51103,97.0,Woodbury,1041100.0,AMERICAN DRY GINS,65,30247,Gilbey's Gin London Dry,1000,$6.55,$9.83,12,$117.96,12.0,3.17
163350,03/10/2016,3713,MASON CITY,50401,17.0,Cerro Gordo,1071100.0,AMERICAN COCKTAILS,395,58875,Jose Cuervo Golden Margarita,1750,$10.50,$15.75,6,$94.50,10.5,2.77
26845,12/03/2015,4320,PERRY,50220,8.0,Boone,1051010.0,AMERICAN GRAPE BRANDIES,205,52596,E & J Vs,750,$5.92,$8.88,12,$106.56,9.0,2.38
241816,12/30/2015,4301,DES MOINES,50320,77.0,Polk,1022100.0,TEQUILA,65,89836,Hornitos Gold,750,$13.64,$20.46,3,$61.38,2.25,0.59
251663,09/14/2015,5175,DELHI,52223,28.0,Delaware,1062310.0,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,200,$2.13,$3.20,6,$19.20,1.2,0.32
149188,04/21/2015,3390,MILFORD,51351,30.0,Dickinson,1032200.0,IMPORTED VODKA - MISC,370,34116,Absolut Mandrin,750,$11.49,$17.24,2,$34.48,1.5,0.4
158083,07/29/2015,2585,ALGONA,50511,55.0,Kossuth,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,2,$89.16,6.0,1.59
144963,01/13/2016,4073,FOREST CITY,50436,95.0,Winnebago,1081030.0,COFFEE LIQUEURS,370,67526,Kahlua Coffee Liqueur,750,$11.99,$17.99,3,$53.97,2.25,0.59
141643,12/15/2015,4663,PEOSTA,52068,31.0,Dubuque,1011100.0,BLENDED WHISKIES,65,24456,Kessler Blend Whiskey,750,$5.51,$8.27,12,$99.24,9.0,2.38
199542,01/12/2015,2647,CEDAR RAPIDS,52411,57.0,Linn,1062300.0,FLAVORED RUM,370,42717,Malibu Coconut Rum,1000,$10.49,$15.74,12,$188.88,12.0,3.17
105599,06/30/2015,2290,STORM LAKE,50588,11.0,Buena Vista,1031080.0,VODKA 80 PROOF,205,36969,New Amsterdam Vodka,750,$6.90,$10.35,5,$51.75,3.75,0.99
151277,01/27/2015,2556,ESTHERVILLE,51334,32.0,Emmet,1071100.0,AMERICAN COCKTAILS,55,57161,Chi-Chi's Churro,1750,$6.00,$9.25,6,$55.50,10.5,2.77
107158,02/04/2016,2593,CARROLL,51401,14.0,Carroll,1022100.0,TEQUILA,410,88294,Patron Silver Tequila,375,$14.00,$21.00,2,$42.00,0.75,0.2
85722,05/12/2015,5134,CHARLES CITY,50616,34.0,Floyd,1032200.0,IMPORTED VODKA - MISC,115,33663,Svedka Strawberry Lemonade,750,$8.25,$12.38,3,$37.14,2.25,0.59
192612,07/01/2015,2626,DES MOINES,50311,77.0,Polk,1041100.0,AMERICAN DRY GINS,260,30316,Gordon's Gin London Dry,750,$5.00,$7.50,12,$90.00,9.0,2.38
2524,08/13/2015,4368,JOHNSTON,50131,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,19476,Maker's Mark,750,$16.79,$25.19,6,$151.14,4.5,1.19
215451,11/11/2015,2500,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,65,15296,Windsor Canadian Traveler,750,$4.20,$6.30,2,$12.60,1.5,0.4
184644,12/14/2015,4908,ELKADER,52043,22.0,Clayton,1011200.0,STRAIGHT BOURBON WHISKIES,259,17956,Evan Williams Str Bourbon,750,$6.81,$10.55,6,$63.30,4.5,1.19
231414,05/19/2015,3766,NEW HAMPTON,50659,19.0,Chickasaw,1042100.0,IMPORTED DRY GINS,35,28233,Bombay Sapphire Gin,1000,$16.50,$24.75,1,$24.75,1.0,0.26
141937,03/17/2015,3881,MARSHALLTOWN,50158,64.0,Marshall,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,259,65195,Hpnotiq,750,$8.83,$13.75,6,$82.50,4.5,1.19
44141,09/02/2015,3926,IOWA CITY,52240,52.0,Johnson,1032200.0,IMPORTED VODKA - MISC,115,33658,Svedka Mango Pineapple,750,$8.25,$12.38,12,$148.56,9.0,2.38
200339,03/04/2015,4129,AMES,50010,85.0,Story,1031080.0,VODKA 80 PROOF,380,37348,Phillips Vodka,1750,$7.60,$11.40,6,$68.40,10.5,2.77
206280,01/19/2016,5080,SPENCER,51301,21.0,Clay,1012100.0,CANADIAN WHISKIES,55,12404,Canadian Ltd Whisky,375,$2.05,$3.08,24,$73.92,9.0,2.38
208623,06/02/2015,4978,WATERLOO,50702,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,260,67267,Yukon Jack Canadian Liqueur,1000,$11.75,$17.63,12,$211.56,12.0,3.17
125290,11/23/2015,4717,BETTENDORF,52722,82.0,Scott,1081030.0,COFFEE LIQUEURS,370,67526,Kahlua Coffee Liqueur,750,$11.99,$17.99,6,$107.94,4.5,1.19
192000,02/08/2016,4927,WEST DES MOINES,50265,77.0,Polk,1081200.0,CREAM LIQUEURS,260,68034,Bailey's Original Irish Cream,375,$7.00,$10.50,3,$31.50,1.12,0.3
114080,06/09/2015,3592,FORT DODGE,50501,42.0,Hardin,1081330.0,PEACH SCHNAPPS,65,82846,Dekuyper Luscious Peachtree Schnapps,750,$6.30,$9.45,12,$113.40,9.0,2.38
242876,12/26/2015,2584,FORT MADISON,52627,56.0,Lee,1011300.0,TENNESSEE WHISKIES,85,26586,Gentleman Jack,750,$20.01,$30.02,12,$360.24,9.0,2.38
46881,03/02/2016,3726,OTTUMWA,52501,90.0,Wapello,1031080.0,VODKA 80 PROOF,301,38176,Titos Vodka,750,$9.65,$14.48,12,$173.76,9.0,2.38
246924,05/20/2015,3354,DAVENPORT,52807,82.0,Scott,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,55,64601,Caravella Limoncello,750,$11.25,$16.88,18,$303.84,13.5,3.57
178160,03/16/2015,2841,CEDAR RAPIDS,52403,57.0,Linn,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420,65126,Grand Marnier Cordon Rouge,750,$23.31,$34.97,3,$104.91,2.25,0.59
133733,09/30/2015,4973,WEST UNION,52175,33.0,Fayette,1031080.0,VODKA 80 PROOF,421,36976,Nikolai Vodka,750,$3.27,$4.91,12,$58.92,9.0,2.38
233812,02/12/2015,2571,WATERLOO,50703,7.0,Black Hawk,1062310.0,SPICED RUM,65,44306,Calico Jack Spiced,750,$5.78,$8.67,60,$520.20,45.0,11.89
185160,01/13/2016,2625,DAVENPORT,52804,82.0,Scott,1012100.0,CANADIAN WHISKIES,65,15248,Windsor Canadian Pet,1750,$9.18,$13.77,12,$165.24,21.0,5.55
156741,05/27/2015,3785,DES MOINES,50315,77.0,Polk,1031200.0,VODKA FLAVORED,380,41694,Uv Blue (raspberry) Vodka,1000,$7.50,$11.25,2,$22.50,2.0,0.53
25345,01/26/2016,2597,CHEROKEE,51012,18.0,Cherokee,1081700.0,DISTILLED SPIRITS SPECIALTY,434,75087,Juarez Gold Dss,1000,$4.92,$7.38,48,$354.24,48.0,12.68
