,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
8653,10/14/2015,5180,OELWEIN,50662,33.0,Fayette,1011100.0,BLENDED WHISKIES,492,27692,Bird Dog Apple Flavored Whiskey Mini,600,$6.00,$9.00,1,$9.00,0.6,0.16
150782,02/12/2015,4959,CEDAR FALLS,50613,7.0,Black Hawk,1031200.0,VODKA FLAVORED,260,77637,Smirnoff Cherry,750,$8.25,$12.38,4,$49.52,3.0,0.79
85061,01/05/2015,2560,MARION,52302,57.0,Linn,1031080.0,VODKA 80 PROOF,55,37935,Skol Vodka Traveler,750,$3.64,$5.46,12,$65.52,9.0,2.38
162306,02/01/2016,3612,MAQUOKETA,52060,49.0,Jackson,1081300.0,PEPPERMINT SCHNAPPS,434,80571,Arrow Peppermint Schnapps Mini,500,$4.55,$6.83,2,$13.66,1.0,0.26
94607,10/07/2015,2523,CENTERVILLE,52544,4.0,Appanoose,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,259,72722,Christian Bros Honey,750,$4.43,$7.15,2,$14.30,1.5,0.4
98873,01/04/2016,2605,CEDAR RAPIDS,52402,57.0,Linn,1031080.0,VODKA 80 PROOF,434,36307,Hawkeye Vodka,1000,$4.05,$6.08,12,$72.96,12.0,3.17
15830,07/01/2015,3065,MONTEZUMA,50171,79.0,Poweshiek,1081380.0,MISCELLANEOUS SCHNAPPS,65,73517,Dekuyper Cactus Juice,1000,$7.62,$11.43,3,$34.29,3.0,0.79
241165,04/28/2015,3477,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,260,11298,Crown Royal Canadian Whisky,1750,$31.99,$47.99,48,$2303.52,84.0,22.19
11302,07/27/2015,2670,CORALVILLE,52241,52.0,Johnson,1031080.0,VODKA 80 PROOF,300,36904,Mccormick Vodka Pet,375,$1.80,$2.70,24,$64.80,9.0,2.38
222350,09/29/2015,4398,BELMOND,50421,99.0,Wright,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65254,Jagermeister Liqueur,375,$6.52,$9.78,5,$48.90,1.88,0.5
223537,03/08/2016,2627,DES MOINES,50310,77.0,Polk,1062310.0,SPICED RUM,322,77322,Rondiaz Rum Spiced Black Cherry Mini,500,$4.67,$7.01,2,$14.02,1.0,0.26
253221,07/09/2015,4988,CEDAR FALLS,50613,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,380,37348,Phillips Vodka,1750,$7.60,$11.40,6,$68.40,10.5,2.77
110117,04/01/2015,3762,WINDSOR HEIGHTS,50322,77.0,Polk,1012100.0,CANADIAN WHISKIES,260,11347,Seagrams V.o. Bl Canadian Whisky,1000,$9.75,$14.63,12,$175.56,12.0,3.17
220675,03/15/2016,4573,HAMBURG,51640,36.0,Fremont,1031080.0,VODKA 80 PROOF,300,36904,Mccormick Vodka Pet,375,$1.80,$2.70,24,$64.80,9.0,2.38
64996,02/24/2015,4346,SHELLSBURG,52332,6.0,Benton,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45246,Paramount Gold Rum,750,$4.34,$6.51,4,$26.04,3.0,0.79
260234,12/26/2015,4892,DAVENPORT,52802,82.0,Scott,1011100.0,BLENDED WHISKIES,65,24456,Kessler Blend Whiskey,750,$5.51,$8.27,4,$33.08,3.0,0.79
158801,11/19/2015,3920,CLINTON,52732,23.0,Clinton,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45274,Paramount White Rum,375,$2.96,$4.44,1,$4.44,0.38,0.1
5531,11/12/2015,2633,DES MOINES,50320,77.0,Polk,1062300.0,FLAVORED RUM,65,44557,Cruzan Strawberry Rum,750,$6.83,$10.25,1,$10.25,0.75,0.2
219704,09/14/2015,2648,WEST DES MOINES,50265,77.0,Polk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,75208,Kinky Liqueur Mini,500,$7.47,$11.21,2,$22.42,1.0,0.26
194476,09/10/2015,4617,DES MOINES,50317,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,115,53206,Paul Masson Vsop Grande Amber Brandy,750,$6.60,$9.90,3,$29.70,2.25,0.59
199479,10/06/2015,3443,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1011200.0,STRAIGHT BOURBON WHISKIES,259,17956,Evan Williams Str Bourbon,750,$6.81,$10.55,12,$126.60,9.0,2.38
252714,03/28/2016,2618,CEDAR RAPIDS,52402,57.0,Linn,1081300.0,PEPPERMINT SCHNAPPS,322,75208,Kinky Liqueur Mini,500,$4.84,$7.26,1,$7.26,0.5,0.13
92021,06/15/2015,2590,CEDAR RAPIDS,52402,57.0,Linn,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,75208,Kinky Liqueur Mini,500,$7.47,$11.21,1,$11.21,0.5,0.13
120630,05/04/2015,5124,JOHNSTON,50131,77.0,Polk,1031100.0,100 PROOF VODKA,300,36908,Mccormick Vodka Pet,1750,$7.47,$11.21,6,$67.26,10.5,2.77
153471,12/18/2015,2643,WATERLOO,50701,7.0,Black Hawk,1032080.0,IMPORTED VODKA,267,35213,Sobieski Vodka,1750,$10.99,$16.49,6,$98.94,10.5,2.77
243662,01/19/2016,2651,WAVERLY,50677,9.0,Bremer,1031080.0,VODKA 80 PROOF,260,37994,Smirnoff Vodka 80 Prf,375,$4.75,$7.13,2,$14.26,0.75,0.2
247663,12/01/2015,2641,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,421,64866,Fireball Cinnamon Whiskey,750,$8.98,$13.47,12,$161.64,9.0,2.38
200628,03/17/2016,2561,DES MOINES,50321,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45278,Paramount White Rum,1750,$7.84,$11.76,18,$211.68,31.5,8.32
1169,03/29/2016,3942,TOLEDO,52342,86.0,Tama,1012100.0,CANADIAN WHISKIES,260,11290,Crown Royal Canadian Whisky Mini,300,$7.35,$11.03,1,$11.03,0.3,0.08
224391,09/30/2015,4129,AMES,50010,85.0,Story,1011500.0,STRAIGHT RYE WHISKIES,136,27040,High West Double Rye,750,$21.00,$31.50,18,$567.00,13.5,3.57
68357,04/27/2015,5018,DAVENPORT,52802,82.0,Scott,1062310.0,SPICED RUM,259,43026,Admiral Nelson Spiced Rum,750,$5.78,$8.67,12,$104.04,9.0,2.38
186930,03/24/2015,4678,ADEL,50003,25.0,Dallas,1081200.0,CREAM LIQUEURS,461,68127,Carolan's Irish Cream Liqueur,1000,$10.43,$15.65,12,$187.80,12.0,3.17
14019,02/25/2015,2512,IOWA CITY,52240,52.0,Johnson,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,35,66836,St. Germain,750,$19.50,$29.25,30,$877.50,22.5,5.94
52952,02/22/2016,3926,IOWA CITY,52240,52.0,Johnson,1081700.0,DISTILLED SPIRITS SPECIALTY,259,73721,Evan Williams Fire,750,$7.94,$11.91,12,$142.92,9.0,2.38
216428,10/13/2015,2649,DUBUQUE,52001,31.0,Dubuque,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420,65126,Grand Marnier Cordon Rouge,750,$23.31,$34.97,2,$69.94,1.5,0.4
107428,08/20/2015,3995,CEDAR FALLS,50613,7.0,Black Hawk,1011100.0,BLENDED WHISKIES,65,22787,Beam's 8 Star Bl Whiskey,1000,$4.46,$6.69,48,$321.12,48.0,12.68
158486,03/08/2016,2544,MARSHALLTOWN,50158,64.0,Marshall,1031200.0,VODKA FLAVORED,380,40625,UV Chocolate Cake,750,$6.50,$9.75,6,$58.50,4.5,1.19
145438,03/21/2016,2584,FORT MADISON,52627,56.0,Lee,1011300.0,TENNESSEE WHISKIES,85,86672,Jack Daniel's Tennessee Honey,1000,$18.38,$27.57,12,$330.84,12.0,3.17
198633,09/22/2015,4106,DUBUQUE,52002,31.0,Dubuque,1062310.0,SPICED RUM,240,45884,Sailor Jerry Spiced Navy Rum,375,$4.80,$7.20,2,$14.40,0.75,0.2
101774,02/03/2015,4489,CEDAR RAPIDS,52405,57.0,Linn,1031080.0,VODKA 80 PROOF,260,37996,Smirnoff Vodka 80 Prf,750,$8.25,$12.38,12,$148.56,9.0,2.38
13723,10/21/2015,2572,CEDAR FALLS,50613,7.0,Black Hawk,1031200.0,VODKA FLAVORED,259,40359,Burnett's Strawberry Banana,750,$4.18,$6.60,5,$33.00,3.75,0.99
196412,11/30/2015,5142,CEDAR RAPIDS,52303,57.0,Linn,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43123,Bacardi Superior Rum,200,$2.50,$3.75,2,$7.50,0.4,0.11
105963,03/04/2015,4027,CENTERVILLE,52544,4.0,Appanoose,1081600.0,WHISKEY LIQUEUR,85,86916,Southern Comfort 100 Prf,750,$11.65,$17.48,12,$209.76,9.0,2.38
150246,08/17/2015,2605,CEDAR RAPIDS,52402,57.0,Linn,1031100.0,100 PROOF VODKA,434,36301,Hawkeye Vodka 80 Prf Mini,500,$3.73,$5.60,2,$11.20,1.0,0.26
151669,11/09/2015,4829,DES MOINES,50314,77.0,Polk,1081390.0,IMPORTED SCHNAPPS,260,65066,Goldschlager Cinnamon Schnapps,750,$13.00,$19.50,12,$234.00,9.0,2.38
93534,08/17/2015,2527,DES MOINES,50315,77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,26827,Jack Daniels Old #7 Black Lbl,1000,$18.38,$27.57,12,$330.84,12.0,3.17
246145,08/17/2015,3612,MAQUOKETA,52060,49.0,Jackson,1031200.0,VODKA FLAVORED,380,41601,Uv Blue (raspberry) Vodka,375,$3.45,$5.18,3,$15.54,1.12,0.3
151503,12/28/2015,4678,ADEL,50003,25.0,Dallas,1011200.0,STRAIGHT BOURBON WHISKIES,259,18046,Evan Williams Green Label,750,$5.47,$8.21,12,$98.52,9.0,2.38
108735,05/19/2015,3625,ANKENY,50021,77.0,Polk,1071100.0,AMERICAN COCKTAILS,395,58875,Jose Cuervo Golden Margarita,1750,$10.50,$15.75,12,$189.00,21.0,5.55
203793,02/03/2016,3524,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,65,15248,Windsor Canadian Pet,1750,$9.45,$14.18,18,$255.24,31.5,8.32
4792,04/28/2015,2565,SPENCER,51301,21.0,Clay,1062310.0,SPICED RUM,260,43331,Captain Morgan Spiced Rum Mini,500,$5.50,$8.25,1,$8.25,0.5,0.13
25023,01/11/2016,2190,DES MOINES,50314,77.0,Polk,1041100.0,AMERICAN DRY GINS,434,31657,Paramount Gin,1000,$4.30,$6.45,12,$77.40,12.0,3.17
15066,03/23/2015,4312,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1051010.0,AMERICAN GRAPE BRANDIES,115,53218,Paul Masson Grande Amber Brandy,1750,$12.00,$18.00,1,$18.00,1.75,0.46
109536,12/10/2015,2106,CEDAR FALLS,50613,7.0,Black Hawk,1081390.0,IMPORTED SCHNAPPS,421,69656,Dr. Mcgillicuddy's Mentholmint,750,$8.67,$13.01,12,$156.12,9.0,2.38
22372,07/06/2015,2487,ANAMOSA,52205,53.0,Jones,1032080.0,IMPORTED VODKA,260,36871,Ciroc Luxury Vodka,750,$19.00,$28.50,1,$28.50,0.75,0.2
138227,05/06/2015,2500,AMES,50010,85.0,Story,1012200.0,SCOTCH WHISKIES,35,4866,Dewars White Label Scotch,750,$13.73,$20.60,4,$82.40,3.0,0.79
189517,05/20/2015,4481,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,260,37996,Smirnoff Vodka 80 Prf,750,$8.25,$12.38,12,$148.56,9.0,2.38
198070,12/29/2015,4247,BELMOND,50421,99.0,Wright,1062300.0,FLAVORED RUM,65,44499,Cruzan Mango Rum,750,$6.83,$10.25,2,$20.50,1.5,0.4
35178,11/11/2015,2603,BETTENDORF,52722,82.0,Scott,1101100.0,AMERICAN ALCOHOL,434,41846,Everclear Alcohol,750,$9.00,$13.50,12,$162.00,9.0,2.38
172599,06/03/2015,2603,BETTENDORF,52722,82.0,Scott,1011300.0,TENNESSEE WHISKIES,85,86669,Jack Daniel's Tennessee Honey,375,$7.00,$10.50,6,$63.00,2.25,0.59
126560,06/17/2015,2513,IOWA CITY,52240,52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,65,20286,Old Crow Traveler,750,$4.72,$7.08,4,$28.32,3.0,0.79
115893,08/12/2015,3723,ONAWA,51040,67.0,Monona,1011200.0,STRAIGHT BOURBON WHISKIES,65,27780,Jim Beam Apple Mini,500,$4.70,$7.05,1,$7.05,0.5,0.13
197833,04/01/2015,2512,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,260,37997,Smirnoff Vodka 80 Prf,1000,$9.25,$13.88,12,$166.56,12.0,3.17
32446,03/23/2016,2642,PELLA,50219,63.0,Marion,1012100.0,CANADIAN WHISKIES,260,11299,Crown Royal,200,$4.72,$7.08,6,$42.48,1.2,0.32
43847,01/07/2015,3778,DES MOINES,50310,77.0,Polk,1031080.0,VODKA 80 PROOF,260,37993,Smirnoff Vodka 80 Prf,200,$2.75,$4.13,5,$20.65,1.0,0.26
235536,02/23/2015,4819,ALTOONA,50009,77.0,Polk,1031080.0,VODKA 80 PROOF,260,37994,Smirnoff Vodka 80 Prf,375,$4.75,$7.13,4,$28.52,1.5,0.4
208850,09/02/2015,3820,SIOUX CITY,51103,97.0,Woodbury,1042100.0,IMPORTED DRY GINS,260,28866,Tanqueray Gin,750,$12.25,$18.38,2,$36.76,1.5,0.4
187546,07/06/2015,2555,KEOKUK,52632,56.0,Lee,1032080.0,IMPORTED VODKA,35,34433,Grey Goose Vodka,750,$18.49,$27.74,12,$332.88,9.0,2.38
227644,02/10/2015,2592,MARSHALLTOWN,50158,64.0,Marshall,1062310.0,SPICED RUM,260,43338,Captain Morgan Spiced Rum,1750,$18.00,$27.00,2,$54.00,3.5,0.92
197857,12/02/2015,4767,ANKENY,50023,77.0,Polk,1031080.0,VODKA 80 PROOF,300,36903,Mccormick Vodka,200,$1.13,$1.70,12,$20.40,2.4,0.63
158273,03/09/2015,2549,INDIANOLA,50125,91.0,Warren,1012300.0,IRISH WHISKIES,65,15737,2 Gingers Mini,4800,$45.12,$67.68,1,$67.68,4.8,1.27
68375,03/22/2016,4904,LARCHWOOD,51241,60.0,Lyon,1031200.0,VODKA FLAVORED,380,41857,Uv Cherry Red Vodka Mini,500,$4.89,$7.34,1,$7.34,0.5,0.13
233482,04/06/2015,2487,ANAMOSA,52205,53.0,Jones,1022100.0,TEQUILA,434,87937,Juarez Tequila Silver,1000,$6.92,$10.38,12,$124.56,12.0,3.17
173869,01/05/2015,2538,WATERLOO,50702,7.0,Black Hawk,1031200.0,VODKA FLAVORED,394,35527,Bakon Vodka,750,$15.00,$22.50,3,$67.50,2.25,0.59
118738,02/22/2016,4560,HARLAN,51537,83.0,Shelby,1011200.0,STRAIGHT BOURBON WHISKIES,65,19064,Jim Beam,375,$5.25,$7.88,24,$189.12,9.0,2.38
90223,08/19/2015,2566,KNOXVILLE,50138,63.0,Marion,1081010.0,AMERICAN AMARETTO,55,73986,Di Amore Amaretto,750,$6.00,$9.00,12,$108.00,9.0,2.38
82077,04/14/2015,4254,EMMETSBURG,50536,74.0,Palo Alto,1081200.0,CREAM LIQUEURS,260,68036,Bailey's Original Irish Cream,750,$13.25,$19.88,12,$238.56,9.0,2.38
135528,01/19/2016,4829,DES MOINES,50314,77.0,Polk,1012200.0,SCOTCH WHISKIES,260,5327,Johnnie Walker Black,1000,$27.74,$41.61,12,$499.32,12.0,3.17
193270,08/12/2015,3825,DES MOINES,50316,77.0,Polk,1062310.0,SPICED RUM,260,43338,Captain Morgan Spiced Rum,1750,$18.00,$27.00,2,$54.00,3.5,0.92
38910,01/15/2016,2573,MUSCATINE,52761,70.0,Muscatine,1011300.0,TENNESSEE WHISKIES,85,86672,Jack Daniel's Tennessee Honey,1000,$18.38,$27.57,12,$330.84,12.0,3.17
250267,02/26/2015,2633,DES MOINES,50320,77.0,Polk,1062310.0,SPICED RUM,240,45888,Sailor Jerry Spiced Navy Rum,1750,$19.25,$28.88,6,$173.28,10.5,2.77
63493,11/16/2015,4874,MOUNT PLEASANT,52641,44.0,Henry,1022100.0,TEQUILA,395,89194,Jose Cuervo Especial Reposado Flask,375,$5.50,$8.25,4,$33.00,1.5,0.4
72193,10/28/2015,4767,ANKENY,50023,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45276,Paramount White Rum,750,$4.00,$6.00,3,$18.00,2.25,0.59
28763,05/26/2015,4490,CEDAR RAPIDS,52404,57.0,Linn,1041100.0,AMERICAN DRY GINS,370,32236,Seagrams Extra Dry Gin,750,$6.49,$9.74,5,$48.70,3.75,0.99
179165,07/09/2015,2564,WATERLOO,50701,7.0,Black Hawk,1032080.0,IMPORTED VODKA,35,34422,Grey Goose Vodka,1000,$22.50,$33.75,1,$33.75,1.0,0.26
205561,11/23/2015,2536,PLEASANT HILL,50317,77.0,Polk,1031200.0,VODKA FLAVORED,260,77900,Smirnoff Sours Berry Lemon,750,$8.25,$12.38,1,$12.38,0.75,0.2
140301,02/03/2016,2614,DAVENPORT,52807,82.0,Scott,1022100.0,TEQUILA,370,89030,Avion Reposado,750,$26.49,$39.74,3,$119.22,2.25,0.59
237525,03/08/2016,2651,WAVERLY,50677,9.0,Bremer,1071100.0,AMERICAN COCKTAILS,395,58892,Jose Cuervo Authentic Teagarita Margarita 4pk Cans,800,$3.88,$5.82,6,$34.92,4.8,1.27
4135,05/20/2015,2200,SAC CITY,50583,81.0,Sac,1012100.0,CANADIAN WHISKIES,260,10805,Crown Royal Regal Apple,375,$7.75,$11.63,2,$23.26,0.75,0.2
139832,02/15/2016,2613,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1022100.0,TEQUILA,395,87510,1800 Silver Tequila,750,$15.46,$23.19,12,$278.28,9.0,2.38
173078,01/28/2016,2248,DES MOINES,50312,77.0,Polk,1012210.0,SINGLE MALT SCOTCH,240,4367,Balvenie Caribbean Cask 14yr,750,$39.96,$59.94,6,$359.64,4.5,1.19
251483,05/26/2015,4945,OSAGE,50461,66.0,Mitchell,1081390.0,IMPORTED SCHNAPPS,421,69636,Dr. Mcgillicuddy's Cherry Schnapps,750,$8.67,$13.01,2,$26.02,1.5,0.4
85275,01/21/2015,3818,KNOXVILLE,50138,63.0,Marion,1081600.0,WHISKEY LIQUEUR,85,86884,Southern Comfort,375,$4.54,$6.81,4,$27.24,1.5,0.4
245409,06/16/2015,5117,MARSHALLTOWN,50158,64.0,Marshall,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,15,$668.70,45.0,11.89
106960,01/11/2016,2647,CEDAR RAPIDS,52411,57.0,Linn,1081600.0,WHISKEY LIQUEUR,85,86916,Southern Comfort 100 Prf,750,$12.15,$18.23,1,$18.23,0.75,0.2
259392,05/13/2015,4157,NORTH LIBERTY,52317,52.0,Johnson,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,6,$64.56,10.5,2.77
169689,10/05/2015,4794,BURLINGTON,52601,29.0,Des Moines,1011300.0,TENNESSEE WHISKIES,85,26823,Jack Daniels Old #7 Black Lbl,200,$4.23,$6.35,6,$38.10,1.2,0.32
123968,03/03/2016,2627,DES MOINES,50310,77.0,Polk,1062310.0,SPICED RUM,260,43337,Captain Morgan Spiced Rum,1000,$11.75,$17.63,12,$211.56,12.0,3.17
42405,09/24/2015,3712,MONTEZUMA,50171,79.0,Poweshiek,1081312.0,BUTTERSCOTCH SCHNAPPS,65,82787,Dekuyper Buttershots,1000,$7.62,$11.43,3,$34.29,3.0,0.79
180587,01/14/2015,2545,IOWA CITY,52245,52.0,Johnson,1081390.0,IMPORTED SCHNAPPS,421,69634,Dr. Mcgillicuddy's Cherry Schnapps,375,$5.33,$8.00,2,$16.00,0.75,0.2
236475,10/14/2015,3818,KNOXVILLE,50138,63.0,Marion,1041100.0,AMERICAN DRY GINS,434,30527,Hawkeye Gin,1000,$4.23,$6.35,1,$6.35,1.0,0.26
103696,04/13/2015,4874,MOUNT PLEASANT,52641,44.0,Henry,1011100.0,BLENDED WHISKIES,297,23828,Five Star,1750,$7.46,$11.19,4,$44.76,7.0,1.85
110353,07/02/2015,4600,DES MOINES,50317,77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,3,$133.74,9.0,2.38
56100,06/24/2015,2614,DAVENPORT,52807,82.0,Scott,1062300.0,FLAVORED RUM,35,43136,Bacardi Limon,750,$8.26,$12.39,12,$148.68,9.0,2.38
33710,10/28/2015,4456,IOWA CITY,52246,52.0,Johnson,1062310.0,SPICED RUM,259,43028,Admiral Nelson Spiced Rum,1750,$11.55,$17.33,4,$69.32,7.0,1.85
184978,05/11/2015,4972,MONONA,52159,22.0,Clayton,1062310.0,SPICED RUM,259,43028,Admiral Nelson Spiced Rum,1750,$11.55,$17.33,6,$103.98,10.5,2.77
6065,05/07/2015,2106,CEDAR FALLS,50613,7.0,Black Hawk,1081200.0,CREAM LIQUEURS,260,68037,Bailey's Original Irish Cream,1000,$17.25,$25.88,12,$310.56,12.0,3.17
59606,10/13/2015,4167,DUBUQUE,52001,31.0,Dubuque,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43124,Bacardi Superior Rum,375,$4.50,$6.75,4,$27.00,1.5,0.4
163880,03/16/2015,2517,NEWTON,50208,50.0,Jasper,1032200.0,IMPORTED VODKA - MISC,65,35887,Pinnacle Red Berry,750,$7.88,$11.82,2,$23.64,1.5,0.4
44078,03/05/2015,3647,CLINTON,52732,23.0,Clinton,1011100.0,BLENDED WHISKIES,260,25606,Seagrams 7 Crown Bl Whiskey,750,$7.00,$10.50,12,$126.00,9.0,2.38
6377,09/04/2015,2487,ANAMOSA,52205,53.0,Jones,1081312.0,BUTTERSCOTCH SCHNAPPS,65,82786,Dekuyper Buttershots Schnapps,750,$6.30,$9.45,4,$37.80,3.0,0.79
259175,02/09/2015,4000,WOODBINE,51579,43.0,Harrison,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,2,$45.00,1.5,0.4
252837,04/13/2015,3562,WEST BURLINGTON,52655,29.0,Des Moines,1011200.0,STRAIGHT BOURBON WHISKIES,55,21596,Ten High,750,$4.10,$6.15,12,$73.80,9.0,2.38
182915,03/24/2016,4987,AMES,50010,85.0,Story,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,6,$64.56,10.5,2.77
216089,04/22/2015,2621,SIOUX CITY,51105,97.0,Woodbury,1081200.0,CREAM LIQUEURS,305,73054,Rumchata,1750,$24.34,$36.51,6,$219.06,10.5,2.77
82094,02/18/2015,2500,AMES,50010,85.0,Story,1032080.0,IMPORTED VODKA,115,34821,Svedka Vodka,1750,$14.75,$22.13,12,$265.56,21.0,5.55
161860,02/04/2015,2625,DAVENPORT,52804,82.0,Scott,1011100.0,BLENDED WHISKIES,297,23824,Five Star,375,$2.00,$3.00,6,$18.00,2.25,0.59
242002,12/23/2015,5102,MOUNT VERNON,52314,57.0,Linn,1081390.0,IMPORTED SCHNAPPS,421,69657,Dr. Mcgillicuddy's Mentholmint,1000,$11.00,$16.50,12,$198.00,12.0,3.17
128434,02/09/2015,3385,CEDAR RAPIDS,52402,57.0,Linn,1031080.0,VODKA 80 PROOF,380,37347,Phillips Vodka,1000,$4.29,$6.44,12,$77.28,12.0,3.17
146016,05/21/2015,4158,CARROLL,51401,14.0,Carroll,1031080.0,VODKA 80 PROOF,380,37338,UV Vodka PET,1750,$10.99,$16.49,6,$98.94,10.5,2.77
17263,11/12/2015,4988,CEDAR FALLS,50613,7.0,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,421,902207,Old Rip Van Winkle 10yr(pappy) HA,750,$25.03,$37.55,1,$37.55,0.75,0.2
10615,03/28/2016,3957,EDGEWOOD,52042,22.0,Clayton,1011100.0,BLENDED WHISKIES,297,23828,Five Star,1750,$7.46,$11.19,6,$67.14,10.5,2.77
126152,11/11/2015,4457,IOWA CITY,52240,52.0,Johnson,1062310.0,SPICED RUM,260,43336,Captain Morgan Original Spiced,750,$9.00,$13.50,12,$162.00,9.0,2.38
243321,07/20/2015,4869,GUTTENBERG,52052,22.0,Clayton,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65257,Jagermeister Liqueur,1000,$15.54,$23.31,2,$46.62,2.0,0.53
94829,09/29/2015,3626,SPENCER,51301,21.0,Clay,1031080.0,VODKA 80 PROOF,434,36306,Hawkeye Vodka,750,$3.34,$5.01,12,$60.12,9.0,2.38
241928,09/09/2015,2551,CHARITON,50049,59.0,Lucas,1012100.0,CANADIAN WHISKIES,260,10807,Crown Royal Regal Apple,750,$15.00,$22.50,12,$270.00,9.0,2.38
263321,03/31/2015,4150,WATERLOO,50701,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,24,$258.24,42.0,11.1
213825,06/01/2015,4000,WOODBINE,51579,43.0,Harrison,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,12,$270.00,9.0,2.38
20575,09/15/2015,2607,SHENANDOAH,51601,73.0,Page,1081200.0,CREAM LIQUEURS,305,73055,Rumchata,750,$12.50,$18.75,12,$225.00,9.0,2.38
208486,10/22/2015,2561,DES MOINES,50321,77.0,Polk,1011100.0,BLENDED WHISKIES,260,25606,Seagrams 7 Crown Bl Whiskey,750,$7.00,$10.50,12,$126.00,9.0,2.38
42132,03/29/2016,3443,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1011300.0,TENNESSEE WHISKIES,85,26822,Jack Daniels Black Label,100,$1.74,$2.61,3,$7.83,0.3,0.08
262888,02/26/2015,2587,JOHNSTON,50131,77.0,Polk,1031200.0,VODKA FLAVORED,259,40327,Deep Eddy Ruby Red,750,$9.00,$13.50,1,$13.50,0.75,0.2
218443,01/06/2015,3695,REMSEN,51050,75.0,Plymouth,1081200.0,CREAM LIQUEURS,305,73053,Rumchata,1000,$16.34,$24.51,6,$147.06,6.0,1.59
11155,02/19/2015,4829,DES MOINES,50314,77.0,Polk,1032080.0,IMPORTED VODKA,35,34422,Grey Goose Vodka,1000,$22.00,$33.00,90,$2970.00,90.0,23.78
2041,10/26/2015,5164,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1011300.0,TENNESSEE WHISKIES,85,86668,Jack Daniel's Tennessee Honey Mini,500,$9.06,$13.59,1,$13.59,0.5,0.13
90665,12/29/2015,2625,DAVENPORT,52804,82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,65,19226,Knob Creek,750,$20.99,$31.49,6,$188.94,4.5,1.19
152878,01/06/2016,4947,CEDAR FALLS,50647,7.0,Black Hawk,1081390.0,IMPORTED SCHNAPPS,421,69634,Dr. Mcgillicuddy's Cherry Schnapps,375,$5.33,$8.00,3,$24.00,1.12,0.3
256582,03/24/2015,4559,OSAGE,50461,66.0,Mitchell,1071100.0,AMERICAN COCKTAILS,395,58838,Jose Cuervo Authentic Lime Margarita,1750,$8.20,$12.30,6,$73.80,10.5,2.77
45134,05/20/2015,2625,DAVENPORT,52804,82.0,Scott,1042100.0,IMPORTED DRY GINS,35,28233,Bombay Sapphire Gin,1000,$16.50,$24.75,3,$74.25,3.0,0.79
